Date,Machine_ID,Load_cells,Hydraulic_Pressure(bar),Coolant_Pressure(bar),Air_System_Pressure(bar),Coolant_Temperature(°C),Hydraulic_Oil_Temperature(°C),Proximity_sensors,Spindle_Vibration(µm),Tool_Vibration(µm),Spindle_Speed(RPM),Voltage(volts),Torque,Cutting_Force(kN),Downtime
2/1/2022,PRIMA-13-L1-Unit1,2.822025325,3.405081658,5.775666983,12.26121353,1.051268482,54.4341724,2.450573928,0.006855225,0.304728577,19.25488433,231.0446915,44.26865576,7.403030368,FAILURE
2/1/2022,PRIMA-13-L1-Unit1,6.241397518,18.28897993,3.821919685,6.755734001,23.99466645,47.48663271,14.69558778,0.826975882,33.99462985,40,300,181.3042469,17.12449063,NON_FAILURE
2/1/2022,PRIMA-13-L1-Unit1,4,5,3.141534531,6.0407218,24.30805249,45.04146474,26.69694141,2,15.72363093,73.70350183,160,174.0167853,17.63283562,NON_FAILURE
2/1/2022,PRIMA-13-L1-Unit1,6.917518681,5,3.572725424,5.995021155,8.816764442,50.14347238,13.06677425,0.27472877,35.21989099,43.57711904,273.0110762,244.9144005,21.38982826,NON_FAILURE
2/1/2022,PRIMA-13-L1-Unit1,6.846629268,8.002799609,5.360869289,8.483277381,27.21691385,43.84838044,29.20758935,0.625627702,46.85454955,57.67006126,160,116.893015,16.97421416,NON_FAILURE
2/1/2022,PRIMA-13-L1-Unit1,7.658108572,5,3.064980596,8.992523898,5,43.31688751,10.55346686,2,33.85436281,40.2038887,160,122.3062504,8.278191121,NON_FAILURE
3/1/2022,PRIMA-13-L1-Unit1,4.903659253,16.45267334,4.115587847,6.330051447,8.28352262,49.50617001,20.50715023,1.875871446,1.261836672,67.72318107,300,111.1220801,15.53710636,NON_FAILURE
3/1/2022,PRIMA-13-L1-Unit1,6.172433437,,4.020847947,9,5,42.49417557,30,1.071373779,50,70.2748812,160,228.4081841,10.44806322,NON_FAILURE
3/1/2022,PRIMA-13-L1-Unit1,4.869344568,10.60336063,6.728425165,7.436133634,11.48043764,48.02569493,14.82242455,2,36.33045743,46.2737434,160,122.7416091,17.07700111,NON_FAILURE
3/1/2022,PRIMA-13-L1-Unit1,4.731229391,16.43917347,3.248159374,8.534720401,26.91818462,44.50126525,21.10318728,2,15.68532008,40,160,209.4509185,14.35444235,NON_FAILURE
3/1/2022,PRIMA-13-L1-Unit1,6.702674393,6.861430023,3.70296506,6.943521127,11.17336753,48.70962804,26.62278138,1.16442305,22.11888943,40,160,222.1760128,12.86931184,NON_FAILURE
3/1/2022,PRIMA-13-L1-Unit1,7.342492493,25.47332785,6.048914218,7.738290687,13.74917723,48.78586926,21.96937477,1.634039783,14.22314457,60.78169248,160,178.9970245,17.32544316,NON_FAILURE
3/1/2022,PRIMA-13-L1-Unit1,3.208657192,4.210558326,6.293997617,11.88627031,1.583066046,53.50729438,2.894842171,0.00706504,0.677137746,13.07121405,271.7201994,126.5696924,34.18116463,FAILURE
4/1/2022,PRIMA-13-L1-Unit1,6.251353407,5,3.192148648,6.143020064,23.05353423,38.75324997,18.21910832,0.810118686,21.04553507,90,160,237.8608814,14.2735068,NON_FAILURE
4/1/2022,PRIMA-13-L1-Unit1,1.909162788,3.076692171,4.086949275,6.513160572,2.916246997,39.35533706,3.114248177,0.003713083,0.507763414,23.11953067,274.6079652,223.771855,14.72575906,FAILURE
4/1/2022,PRIMA-13-L1-Unit1,5.533558037,15.42599392,6.61000506,6.574244125,20.93050695,47.57048844,22.8774585,2,22.41411516,40,229.6547159,210.9117856,8.947903929,NON_FAILURE
4/1/2022,PRIMA-13-L1-Unit1,5.673033567,5.831660295,5.203562114,6.13046526,33.01951477,51.62087336,15.3653919,0.140572093,34.09643589,80.43771382,160,60.86497332,18.20691123,NON_FAILURE
4/1/2022,PRIMA-13-L1-Unit1,7.543036505,23.72826098,3.223413476,9,23.18099934,40.2111067,13.97792472,2,3.700320297,40,160,258.2112604,13.66015435,NON_FAILURE
4/1/2022,PRIMA-13-L1-Unit1,6.345458624,37.37028094,3.703752533,7.427614198,9.042351699,56.2650421,13.31983661,0.368024444,17.10801889,90,300,234.0458097,18.18605189,NON_FAILURE
4/1/2022,PRIMA-13-L1-Unit1,,10.01101371,6.994893406,8.815667661,20.25480839,53.08679638,5.915600609,0.462270653,32.88172014,86.2261694,160,239.2408188,14.61981606,NON_FAILURE
4/1/2022,PRIMA-13-L1-Unit1,7.71749374,23.31166511,3.742887034,8.958084148,29.21213245,56.70318521,17.03075693,0.281044298,34.87396967,40,300,133.2215463,15.4421043,NON_FAILURE
5/1/2022,PRIMA-13-L1-Unit1,2.196387127,1.967386856,6.433713327,8.857476754,3.610203801,41.76023973,1.835385994,0.005925486,0.838903402,38.01360849,211.5023838,257.4260991,2.086809063,FAILURE
5/1/2022,PRIMA-13-L1-Unit1,4,5,6.318428124,8.772562859,29.95310901,41.85150569,24.3540504,0.290130444,50,40,160,187.8998355,13.47672684,NON_FAILURE
5/1/2022,PRIMA-13-L1-Unit1,6.351322929,5,6.769506081,8.277809917,24.79815891,58.04004291,9.125247553,2,18.77085644,40,160,72.57771409,12.89289312,NON_FAILURE
5/1/2022,PRIMA-13-L1-Unit1,9,5.98214989,3.659966422,7.861188788,6.033799699,35,16.44726309,0.066736934,29.67729823,90,160,17,16.12015435,NON_FAILURE
5/1/2022,PRIMA-13-L1-Unit1,6.520083664,27.06820724,4.46798055,6.237113298,21.97898588,42.89608852,5,0.794592495,10.52173323,40,160,212.1363629,16.79677675,NON_FAILURE
5/1/2022,PRIMA-13-L1-Unit1,6.560282548,5,3.672117301,9,26.06126766,35.98870748,5,2,28.87408575,40,160,288.9328984,14.56268606,NON_FAILURE
5/1/2022,PRIMA-13-L1-Unit1,5.408995608,5,3.9426662,6.483839242,14.19504903,48.81887643,19.6176856,2,12.92772483,90,300,169.1517433,18.73323035,NON_FAILURE
6/1/2022,PRIMA-13-L1-Unit1,6.650926941,7.986081773,6.853816919,6.907819211,20.76207213,46.76759297,24.69018809,2,16.98567679,56.15097039,160,188.0089487,16.16741507,NON_FAILURE
6/1/2022,PRIMA-13-L1-Unit1,4.563461853,5,6.456388972,8.558450461,29.58701533,56.02420863,12.20760083,0.672587719,32.33064234,90,298.6632302,145.0045224,22.58109906,NON_FAILURE
6/1/2022,PRIMA-13-L1-Unit1,6.836363091,37.80193906,4.391428072,7.048654658,13.05102119,47.93674952,20.02133684,0.139982408,14.41182361,40,160,47.69480619,11.63398792,NON_FAILURE
6/1/2022,PRIMA-13-L1-Unit1,6.091321748,9.431098922,4.101463593,6.163781208,32.03187143,46.3174184,22.12410497,0.558133744,18.55122691,86.71574232,160,125.944875,19.10967148,NON_FAILURE
6/1/2022,PRIMA-13-L1-Unit1,6.567932307,16.46085893,3.445858356,7.950843234,11.08002694,38.93090509,18.97348855,0.229755951,19.00236141,40,290.8884832,300,20.2967676,NON_FAILURE
6/1/2022,PRIMA-13-L1-Unit1,4,12.70262169,3.682789105,7.608315448,16.42180573,38.7353644,20.69825807,0.826172387,12.0985661,79.69667732,282.3942677,95.02109751,14.560134,NON_FAILURE
6/1/2022,PRIMA-13-L1-Unit1,5.815465345,19.7397652,5.924490536,9,17.44975592,47.50027475,18.26631939,2,1,40,160,258.7909662,15.24240668,NON_FAILURE
7/1/2022,PRIMA-13-L1-Unit1,7.763852824,5,3.239887203,8.9230445,26.32659937,35,20.24653301,2,34.80572045,52.69693978,160,155.9172712,16.26854941,NON_FAILURE
7/1/2022,PRIMA-13-L1-Unit1,5.895002547,5,4.184836672,7.382376907,25.48647527,41.27831581,15.25631255,1.048991454,9.447327572,90,241.5917713,260.1880778,19.02293775,NON_FAILURE
7/1/2022,PRIMA-13-L1-Unit1,7.586980384,5,5.166865307,6.604034212,13.88230846,45.98846024,19.7606894,0.276147046,48.34115932,90,160,132.2328997,11.33767177,NON_FAILURE
7/1/2022,PRIMA-13-L1-Unit1,4.665813054,10.92689843,6.611930567,6.761064435,14.59962398,42.52060197,15.83807214,1.098169784,15.62475778,40,160,127.4467617,15.09712179,NON_FAILURE
7/1/2022,PRIMA-13-L1-Unit1,,5,6.918446292,9,15.14256118,40.4537306,13.48903548,1.015865009,28.77933941,90,160,17,11.08661982,NON_FAILURE
7/1/2022,PRIMA-13-L1-Unit1,3.435122692,1.510870238,5.548233582,11.76840098,2.90182825,58.50232565,4.37976249,0.004435495,0.678925457,20.12348277,283.5537997,180.8922838,21.43423873,FAILURE
7/1/2022,PRIMA-13-L1-Unit1,6.636547653,5,3.87876629,7.904683191,25.00705108,38.83819446,25.86751303,2,34.79270348,40,235.7478952,85.80984556,13.43860169,NON_FAILURE
7/1/2022,PRIMA-13-L1-Unit1,8.466628875,5.187427281,3.526901712,6.23945561,18.97160834,47.19063627,21.38338036,1.03569685,4.883928466,90,160,267.7993799,13.86438842,NON_FAILURE
8/1/2022,PRIMA-13-L1-Unit1,5.989590271,16.41896995,5.352024612,7.591630476,28.30090251,48.47393299,18.2453369,2,32.2454993,67.56014123,206.0555907,200.1623743,13.45325921,NON_FAILURE
8/1/2022,PRIMA-13-L1-Unit1,5.607040593,40.69779639,3.545839705,7.488626149,21.00090115,54.3743291,13.85058676,0.870997256,14.17159397,40,160,79.04311094,19.12306205,NON_FAILURE
8/1/2022,PRIMA-13-L1-Unit1,8.501599469,7.711506581,3.727069099,6.503505359,35,44.09484521,5,0.704179772,26.81619759,40,160,59.1770685,12.49540436,NON_FAILURE
8/1/2022,PRIMA-13-L1-Unit1,6.247622097,22.87818433,6.379027994,9,31.50422939,48.38191314,24.4991191,0.913776511,28.81423823,83.17677623,160,210.238768,15.95299593,NON_FAILURE
8/1/2022,PRIMA-13-L1-Unit1,1.772863783,3.729626875,5.084967894,12.22655186,4.250995287,56.32350699,1.496274958,0.005410646,0.66105107,17.24152703,208.5908372,149.3295443,25.83929912,FAILURE
8/1/2022,PRIMA-13-L1-Unit1,4.452344741,15.94366331,6.594435805,7.606042921,34.82834977,51.63349317,28.60013012,0.731380129,30.11099771,40,263.4807952,117.2948012,16.18890519,NON_FAILURE
8/1/2022,PRIMA-13-L1-Unit1,6.163174138,56.98714474,3.303086043,8.759676602,17.84158047,48.64120827,11.3564464,2,37.08216258,40.39050713,300,139.4326713,17.03096443,NON_FAILURE
9/1/2022,PRIMA-13-L1-Unit1,6.262177592,5,4.752795947,5.635084183,18.51427374,43.58445269,11.88156404,1.616605057,12.88518194,49.38959988,160,168.4743993,18.43065515,NON_FAILURE
9/1/2022,PRIMA-13-L1-Unit1,9,16.53290822,3.574229774,7.754309688,21.06958255,45.88412266,19.70321599,1.674103321,36.5579169,40,300,109.9126985,16.062406,NON_FAILURE
9/1/2022,PRIMA-13-L1-Unit1,7.364989631,5,5.172995709,5.733271862,23.55838549,44.55679363,5.875129666,0.45560346,20.59629261,88.59156508,300,199.6421533,16.45325293,NON_FAILURE
9/1/2022,PRIMA-13-L1-Unit1,4.92456636,22.08668843,6.180313672,8.146278131,23.08369877,42.89811229,8.987572685,0.054396162,17.09890433,85.41026117,258.766931,177.2364163,14.51889069,NON_FAILURE
9/1/2022,PRIMA-13-L1-Unit1,3.454917245,2.929034936,3.13076963,15.84842511,4.157512638,56.49268198,1.544399208,0.003484896,0.658190949,14.46162765,172.5450595,131.3149071,13.80839591,FAILURE
9/1/2022,PRIMA-13-L1-Unit1,6.528664545,6.852018641,4.367919604,6.325152622,30.81074421,48.8266759,13.81803512,1.717379754,8.480790457,77.15013898,300,209.0143124,15.86756672,NON_FAILURE
9/1/2022,PRIMA-13-L1-Unit1,5.752523367,14.135356,6.176622356,8.576978606,35,43.95637673,20.43307176,0.959866008,37.88059619,50.09667042,300,135.8392633,20.30369207,NON_FAILURE
9/1/2022,PRIMA-13-L1-Unit1,7.344100832,5.140996701,6.726259447,7.995518135,5,39.37293928,9.391177751,1.323331089,13.822663,40,160,203.5334562,14.40390347,NON_FAILURE
10/1/2022,PRIMA-13-L1-Unit1,5.416917115,5,4.396799093,6.897260375,18.5214763,41.48130285,25.7925024,1.986761361,21.45759036,40,160,229.6560519,10.52815777,NON_FAILURE
10/1/2022,PRIMA-13-L1-Unit1,6.83555155,8.314416654,4.809676147,5.667664576,23.8046858,45.73400357,17.92239414,1.316206429,14.75373627,90,160,85.4271315,15.02352174,NON_FAILURE
10/1/2022,PRIMA-13-L1-Unit1,7.363982218,5,4.570177494,5.477172737,35,46.06121775,21.23431443,0.140828228,36.34609093,59.17765788,300,213.6204234,16.40044172,NON_FAILURE
10/1/2022,PRIMA-13-L1-Unit1,5.802670873,5,5.047984798,7.111535065,27.93349044,60,10.26101539,0.394536199,9.680751359,40,300,182.0559512,12.39373434,NON_FAILURE
10/1/2022,PRIMA-13-L1-Unit1,1.175147445,4.85831551,4.820442638,2.953772357,1.092565218,41.47681885,4.06984481,0.001505524,0.402061977,16.11477335,195.7880014,20.74581166,1.706824574,FAILURE
10/1/2022,PRIMA-13-L1-Unit1,7.665800449,9.4427919,4.618587721,7.397793857,27.05638253,38.1109962,13.89541033,2,9.989366818,40,160,183.0836378,17.2520143,NON_FAILURE
10/1/2022,PRIMA-13-L1-Unit1,5.77057799,5.886604341,6.392178397,9,6.830675075,48.17957378,9.713585234,0.324406358,6.828304503,40,160,180.1741646,16.52318863,NON_FAILURE
11/1/2022,PRIMA-13-L1-Unit1,7.800796433,17.4419326,4.323019585,9,19.87360845,38.00139586,,0.63398561,26.32161618,90,160,45.38883741,18.04652865,NON_FAILURE
11/1/2022,PRIMA-13-L1-Unit1,5.419271469,18.74337182,4.129448325,6.44815527,26.80797491,40.9671372,7.919165776,2,28.06151315,89.10015598,160,48.34373181,11.73345201,NON_FAILURE
11/1/2022,PRIMA-13-L1-Unit1,7.127689455,8.68401501,5.600559973,8.735575074,6.989129087,41.21067959,22.70206459,0.400461339,3.779975724,90,300,221.1619462,15.46404543,NON_FAILURE
11/1/2022,PRIMA-13-L1-Unit1,2.451582456,2.004427621,3.567699337,4.572531478,3.566523087,48.82392906,2.930455683,0.006951815,0.200019406,25.42786196,267.9435962,120.221483,20.59377699,FAILURE
11/1/2022,PRIMA-13-L1-Unit1,7.112115006,32.69805589,4.822228179,5.087565817,27.68126694,54.01798222,5.670606002,0.823264094,6.714934711,76.12284801,300,281.6468357,18.79910141,NON_FAILURE
11/1/2022,PRIMA-13-L1-Unit1,4,24.43760784,4.624623162,9,16.67145562,42.57261282,16.13112261,2,15.35038793,40,236.9127035,289.8409876,10.83673911,NON_FAILURE
11/1/2022,PRIMA-13-L1-Unit1,8.139162,5.459015579,4.22516542,5.598340685,30.2716435,49.09650421,25.18350883,1.003043302,28.89100515,40,160,45.60828918,16.70122809,NON_FAILURE
11/1/2022,PRIMA-13-L1-Unit1,6.9098375,8.709469488,5.089608781,9,11.57754128,35,20.33904906,2,22.81197831,40,262.9894052,86.1286755,7.388700626,NON_FAILURE
12/1/2022,PRIMA-13-L1-Unit1,7.938367255,7.923812861,3.612462394,6.126603936,5,39.35593294,19.11547329,2,34.97725464,83.84291878,160,197.9849011,16.70514163,NON_FAILURE
12/1/2022,PRIMA-13-L1-Unit1,7.507700958,15.88784957,6.784149159,6.909706492,13.46707995,49.83169298,26.9703149,0.488541059,37.44456528,49.00112399,160,241.9412891,15.53157652,NON_FAILURE
12/1/2022,PRIMA-13-L1-Unit1,6.3408879,5,4.981965967,6.615058592,17.22245271,48.53461576,24.7072153,0.684651723,26.44764325,42.33388056,287.6043278,168.8611201,15.55011347,NON_FAILURE
12/1/2022,PRIMA-13-L1-Unit1,6.01074975,5.604422174,4.461763925,8.719428272,25.46551844,45.78436058,13.94795613,2,47.37259554,40,267.5999552,102.9898195,9.994589006,NON_FAILURE
12/1/2022,PRIMA-13-L1-Unit1,7.485824339,8.678567285,3.378236406,9,32.54884575,60,28.01021055,1.912078581,24.20061925,75.61391582,160,198.1827295,11.80628725,NON_FAILURE
12/1/2022,PRIMA-13-L1-Unit1,7.482047292,5,5.823841276,7.092311698,15.87007384,39.02241921,26.33104309,0.288079282,38.86540545,40,160,300,17.29740423,NON_FAILURE
13-01-2022,PRIMA-13-L1-Unit1,8.058302341,9.151760259,4.912981878,8.754851973,34.11436015,60,16.2791112,2,37.9592797,40,193.2247784,135.5319626,15.22099405,NON_FAILURE
13-01-2022,PRIMA-13-L1-Unit1,4.153556682,5,6.982004942,7.283798067,16.97440466,42.24506792,13.1253663,2,20.68102933,40,160,184.4006847,17.5345057,NON_FAILURE
13-01-2022,PRIMA-13-L1-Unit1,7.284514887,9.603457851,4.362619977,8.075259514,25.231908,50.25559945,26.72881266,0.208967227,32.13959393,40,238.4367774,35.04665686,11.60240766,NON_FAILURE
13-01-2022,PRIMA-13-L1-Unit1,1.579492669,4.435362558,6.469801481,7.028933155,2.579729324,38.61040914,3.454360886,0.001952138,0.547377761,34.8511929,178.9123438,29.18933903,17.70843781,FAILURE
13-01-2022,PRIMA-13-L1-Unit1,5.981017301,8.299657637,4.488907332,6.533516413,29.31523238,60,24.30983084,2,36.83970671,40,160,232.3397233,15.12080182,NON_FAILURE
13-01-2022,PRIMA-13-L1-Unit1,7.919580315,5,5.971633643,6.803766732,10.15492026,47.61467186,23.55481491,0.634219907,49.43559775,40,300,129.3199933,13.56736886,NON_FAILURE
13-01-2022,PRIMA-13-L1-Unit1,7.396688534,5.019294439,3.480578492,5.763566766,19.43979503,47.40156034,28.67598923,1.913337218,33.46918212,87.41865615,160,284.2835208,11.72672498,NON_FAILURE
13-01-2022,PRIMA-13-L1-Unit1,7.844591254,8.380149697,5.85363354,7.552898088,16.56909591,37.5387458,28.18151952,1.906032953,5.960682701,47.97564817,160,215.3712457,12.04952994,NON_FAILURE
14-01-2022,PRIMA-13-L1-Unit1,5.368638687,5,4.373956104,9,21.40512878,42.30796662,30,2,1.815636373,40,211.2148935,162.3682393,15.39116354,NON_FAILURE
14-01-2022,PRIMA-13-L1-Unit1,5.680883611,121.4640109,5.54904297,8.252807061,20.16472181,49.28178171,10.20775792,0.184959618,29.78036081,40,300,85.89284812,16.48779722,NON_FAILURE
14-01-2022,PRIMA-13-L1-Unit1,6.798269411,65.09797288,3.087236038,8.862908806,33.00580708,53.62120225,12.1683378,0.850490967,2.197623513,40.24678775,160,176.5219515,15.96413665,NON_FAILURE
14-01-2022,PRIMA-13-L1-Unit1,4.300482879,5,3.215209401,7.924777935,7.153299533,39.69574033,5,2,32.22436029,90,300,176.7054631,16.20904314,NON_FAILURE
14-01-2022,PRIMA-13-L1-Unit1,1.802572876,3.959072523,4.49526401,7.358569568,1.486355391,47.09667583,2.28985405,0.005749416,0.796738002,38.98099057,297.7235973,239.3606745,2.353599638,FAILURE
14-01-2022,PRIMA-13-L1-Unit1,7.117802035,5,6.284395806,4.927378656,26.94850593,39.8118765,20.37796519,0.067238338,11.75685804,40,300,79.35511909,15.44692891,NON_FAILURE
14-01-2022,PRIMA-13-L1-Unit1,8.639790246,5,6.395767987,4.86320959,5,48.84839048,24.18783192,2,28.53542456,40,300,269.3291055,15.2425138,NON_FAILURE
14-01-2022,PRIMA-13-L1-Unit1,7.164654528,13.5005084,5.075018104,9,25.17697534,48.14234299,13.94503802,2,17.84389157,40,161.9463373,167.5997269,10.59922839,NON_FAILURE
15-01-2022,PRIMA-13-L1-Unit1,,23.16609511,5.656581196,9,29.71154502,53.18781553,24.0405256,0.399533031,20.09179079,40,160,127.538914,11.9992924,NON_FAILURE
15-01-2022,PRIMA-13-L1-Unit1,7.785883442,5,4.72130793,5.943850661,26.38025937,35,8.505924837,1.875168593,12.16261739,53.09508834,160,157.210264,11.3829881,NON_FAILURE
15-01-2022,PRIMA-13-L1-Unit1,1.757213892,1.437343285,3.189770281,4.124252448,1.5449741,38.72988377,1.022274147,0.006326284,0.496925192,13.5322602,239.0948706,87.73038568,22.39199795,FAILURE
15-01-2022,PRIMA-13-L1-Unit1,7.879472176,6.289141455,4.680531896,4.980193864,35,52.87498077,27.82691528,0.561442681,21.38087199,40,286.8264702,96.39866535,21.7531666,NON_FAILURE
15-01-2022,PRIMA-13-L1-Unit1,5.584363648,31.91861331,4.490613347,7.685105498,5,52.9267705,30,2,18.75406044,40,160,153.6178798,14.38772888,NON_FAILURE
15-01-2022,PRIMA-13-L1-Unit1,4.887322586,18.93869129,5.657979475,9,27.51157773,43.14954407,19.14201347,0.745386677,16.02926544,40,160,119.2154915,9.502034803,NON_FAILURE
15-01-2022,PRIMA-13-L1-Unit1,5.954229706,5,5.028867494,6.361120052,16.53169766,47.05977726,19.50662535,0.267046491,28.01790459,69.48425154,160,17,16.75845326,NON_FAILURE
16-01-2022,PRIMA-13-L1-Unit1,7.112558862,7.978701051,3.698729875,5.798705457,22.63526225,39.67019058,29.58245041,0.072259805,8.754306014,40,160,145.7557825,19.60028183,NON_FAILURE
16-01-2022,PRIMA-13-L1-Unit1,8.865227107,16.31773841,6.748477492,6.943067125,21.92940537,45.77045798,18.72861354,0.188891296,9.424645169,40,160,112.6675133,19.76977153,NON_FAILURE
16-01-2022,PRIMA-13-L1-Unit1,5.15968509,29.8704728,5.679933055,8.487150779,24.9379131,51.58573436,19.88404377,2,29.31444041,40.72283705,160,56.32409018,16.4722252,NON_FAILURE
16-01-2022,PRIMA-13-L1-Unit1,9,10.89551164,5.941065059,7.372814194,17.15719079,37.39442021,24.6180204,0.081123174,33.88119954,61.27657199,243.1063655,144.1647537,17.48954116,NON_FAILURE
16-01-2022,PRIMA-13-L1-Unit1,1.892238032,1.975260107,6.589274907,8.225984111,4.598415737,54.45557941,2.675123927,0.002842696,0.738683067,28.51646965,256.791385,156.9675222,20.00053947,FAILURE
16-01-2022,PRIMA-13-L1-Unit1,6.288263295,12.63553991,3.236634737,6.732597453,27.98575244,46.98130172,25.91551153,2,31.15763512,63.99075076,160,148.2772056,15.99769999,NON_FAILURE
16-01-2022,PRIMA-13-L1-Unit1,5.93428743,13.87894422,4.297743749,7.554269413,10.63910737,60,,0.237761992,17.01019002,40,300,97.05516596,15.05706361,NON_FAILURE
16-01-2022,PRIMA-13-L1-Unit1,4.218199741,5,3.581146229,9,25.11092298,60,18.27275009,2,39.17362097,40,300,217.956996,14.8989042,NON_FAILURE
17-01-2022,PRIMA-13-L1-Unit1,7.786082486,12.1372128,5.615527871,9,30.31379313,50.59583099,21.50691822,2,21.69664253,68.25932404,160,119.5093857,14.27293764,NON_FAILURE
17-01-2022,PRIMA-13-L1-Unit1,4.251920279,5,4.882526505,6.146464469,19.30272733,46.69154451,22.60697623,0.48826322,25.5042114,40,300,17,17.10475808,NON_FAILURE
17-01-2022,PRIMA-13-L1-Unit1,5.799136726,109.1586385,5.514680171,8.339094132,22.47132646,55.79194856,14.89900496,0.274090377,33.65799453,40,300,155.8999722,14.17304349,NON_FAILURE
17-01-2022,PRIMA-13-L1-Unit1,4,10.01694536,5.155372214,7.828238336,23.52546851,41.93719038,28.47827756,0.922700798,35.73391432,40,223.5376457,19.97285393,13.21023454,NON_FAILURE
17-01-2022,PRIMA-13-L1-Unit1,5.13308287,5,4.679219065,7.558105845,27.34591145,38.72785592,23.92863546,0.7889245,10.30397296,40,160,198.7576159,14.96529532,NON_FAILURE
17-01-2022,PRIMA-13-L1-Unit1,9,16.50620065,4.19295669,5.141729112,20.77652853,51.21091348,25.6677209,0.365601876,10.73925681,40,300,167.6113672,11.53161168,NON_FAILURE
18-01-2022,PRIMA-13-L1-Unit1,8.086156851,5,6.024774035,5.921933859,10.89279132,48.25728102,5,0.712825023,18.9046551,42.77542533,299.1224051,300,8.84887735,NON_FAILURE
18-01-2022,PRIMA-13-L1-Unit1,1.911291722,3.389957724,4.143434822,9.605433251,2.275180538,46.22266033,2.145959853,0.00664771,0.352184347,26.93090531,230.2423368,211.345313,18.99161092,FAILURE
18-01-2022,PRIMA-13-L1-Unit1,6.18550071,5.763954905,4.439904767,9,33.0021455,47.8622228,14.93876089,0.135313952,32.60671581,40,160,26.8383331,14.51424377,NON_FAILURE
18-01-2022,PRIMA-13-L1-Unit1,8.698511216,6.873568647,4.5714907,7.340677844,18.90330314,49.40853276,13.672476,0.116797088,19.87697195,44.5160865,252.60916,239.829599,16.18246158,NON_FAILURE
18-01-2022,PRIMA-13-L1-Unit1,5.174059348,52.45098346,6.835231078,8.948323185,29.59361581,41.72771775,22.8828154,2,6.554124432,40,300,24.41411768,14.68119364,NON_FAILURE
18-01-2022,PRIMA-13-L1-Unit1,6.664584445,12.84876375,6.701043657,8.90447623,5,36.47268839,30,1.032173229,27.22113427,40,300,140.7250581,18.66744479,NON_FAILURE
18-01-2022,PRIMA-13-L1-Unit1,6.612834286,29.4713371,6.37626511,7.151030092,12.33883527,38.64925426,13.9719661,0.778543897,19.29752327,40,160,177.6166328,16.4167098,NON_FAILURE
18-01-2022,PRIMA-13-L1-Unit1,7.748965103,55.02437443,4.006883536,6.834315779,22.94746666,36.38726952,30,1.611761885,18.80946588,40,300,150.7526636,13.58320694,NON_FAILURE
19-01-2022,PRIMA-13-L1-Unit1,8.377166098,9.404572271,3.958858327,9,7.726057205,45.01329924,28.9662135,2,27.93958658,72.29749407,164.944544,74.07143019,15.71163853,NON_FAILURE
19-01-2022,PRIMA-13-L1-Unit1,4,6.480264543,3.413235849,8.577518876,30.13611584,42.10242452,17.19972466,1.497467774,15.22717034,40,209.7465922,35.32792296,9.582861856,NON_FAILURE
